Protein.Group,Aug_F01_1,Aug_F02_1,Aug_F03_1,Aug_F04_1,Aug_F05_1,Aug_F06_1,Aug_F07_1,Aug_F08_1,Aug_F09_1,Aug_F10_1,Aug_F11_1,Aug_F01_2,Aug_F02_2,Aug_F03_2,Aug_F04_2,Aug_F05_2,Aug_F06_2,Aug_F07_2,Aug_F08_2,Aug_F09_2,Aug_F10_2,Aug_F11_2,Aug_F01_3,Aug_F02_3,Aug_F03_3,Aug_F04_3,Aug_F05_3,Aug_F06_3,Aug_F07_3,Aug_F08_3,Aug_F09_3,Aug_F10_3,Aug_F11_3,Sep_F01_1,Sep_F02_1,Sep_F03_1,Sep_F04_1,Sep_F05_1,Sep_F06_1,Sep_F07_1,Sep_F08_1,Sep_F09_1,Sep_F10_1,Sep_F11_1,Sep_F01_2,Sep_F02_2,Sep_F03_2,Sep_F04_2,Sep_F05_2,Sep_F06_2,Sep_F07_2,Sep_F08_2,Sep_F09_2,Sep_F10_2,Sep_F11_2,Sep_F01_3,Sep_F02_3,Sep_F03_3,Sep_F04_3,Sep_F05_3,Sep_F06_3,Sep_F07_3,Sep_F08_3,Sep_F09_3,Sep_F10_3,Sep_F11_3
Q8BWF0,0.046399501,0.055713946,0.046377792,0.057145848,0.098411979,0.104800006,0.11522479,0.070560759,0.089205203,0.113067016,0.20309316,0.038607119,0.055998225,0.064314868,0.101985795,0.091611264,0.090131323,0.118600925,0.111988345,0.069033193,0.075837067,0.181891876,0.04479959,0.052511211,0.075375942,0.079775372,0.071514223,0.105507078,0.109428048,0.081729816,0.086110584,0.104287884,0.188960251,0.050321115,0.060891408,0.050525786,0.064694773,0.076431089,0.109912895,0.109674599,0.116695263,0.055254762,0.132866251,0.17273206,0.030574116,0.045005495,0.048382167,0.071625082,0.080112207,0.111766535,0.119111366,0.102559808,0.089330432,0.113389268,0.188143524,0.043900842,0.048866475,0.046150758,0.042510905,0.070809462,0.111874448,0.113087897,0.097474948,0.080326103,0.169773985,0.175224177
Q8BWG8,0.073893684,0.063714725,0.083176485,0.104357128,0.104300309,0.12276219,0.086438623,0.105631705,0.066574558,0.047625773,0.141524821,0.085455374,0.073480183,0.076914963,0.102709817,0.109432797,0.116829682,0.098335945,0.097483831,0.055567909,0.052567629,0.13122187,0.090965189,0.081700235,0.094587129,0.109458476,0.105246061,0.091432873,0.107307418,0.092037742,0.057203727,0.058758666,0.111302485,0.072153017,0.096704217,0.08806352,0.112331411,0.093069662,0.107465276,0.099107024,0.099716446,0.05525938,0.069306819,0.106823228,0.139574815,0.111555152,0.134126212,0.110595435,0.129110951,0.095287806,0.09907002,0.056106821,0.043455831,0.009172438,0.071944519,0.114009407,0.100299689,0.111805192,0.038298717,0.098080656,0.079677874,0.140343875,0.110563113,0.075587574,0.044181646,0.087152256
Q8BWJ3,0.015707937,0.059259185,0.091216037,0.051256043,0.100006322,0.049884381,0.107680425,0.035536148,0.16401329,0.262642722,0.062797509,0.016138804,0.05739292,0.047807292,0.124639756,0.108537942,0.076646324,0.05095438,0.054209212,0.099506907,0.30901037,0.055156092,0.013939321,0.05508095,0.110024791,0.115167739,0.0830773,0.033622598,0.042735374,0.101348299,0.136598106,0.237068513,0.071337009,0.01187639,0.043660842,0.009390529,0.011763866,0.046410248,0.009063847,0.011335854,0.010073956,0.526437175,0.310462959,0.009524334,0.008178426,0.03907017,0.007647024,0.008634855,0.263697283,0.007202416,0.006760769,0.006977274,0.254745799,0.387479012,0.009606974,0.029260724,0.042304988,0.024117453,0.025202031,0.091904684,0.029211697,0.025200799,0.032126202,0.174534015,0.500303754,0.025833654
Q8BWM0,0.195401126,0.192202506,0.234180775,0.114295136,0.07370449,0.062225298,0.052841874,0.029305678,0.027974909,0.015934171,0.001934037,0.230157646,0.21483375,0.195171916,0.077308773,0.074377735,0.066570808,0.039058521,0.03728365,0.036486921,0.024801901,0.003948378,0.208380185,0.234962993,0.169947247,0.097948575,0.08417961,0.052244063,0.047696784,0.049668032,0.03019387,0.021028232,0.003750409,0.191926486,0.195327887,0.193267697,0.117372926,0.066483078,0.061079089,0.048945236,0.034616555,0.068378433,0.01710282,0.005499793,0.187291704,0.185466291,0.180257263,0.122907369,0.107312543,0.07883001,0.048755081,0.049061213,0.029913737,0.004907238,0.005297552,0.18624132,0.195434537,0.20986719,0.101584861,0.086081693,0.066682354,0.058974409,0.056624707,0.02456606,0.010129523,0.003813345
Q8BWQ6,0.12056756,0.086332002,0.104652646,0.089405494,0.072704644,0.072378748,0.10533115,0.148763341,0.130436319,0.058018089,0.011410007,0.113212547,0.081449313,0.080872916,0.045420338,0.074189039,0.129854042,0.079230006,0.102639312,0.195617503,0.080253737,0.017261246,0.088938634,0.118993271,0.104017527,0.083026865,0.093705947,0.083032463,0.072479273,0.166126694,0.117394205,0.060934727,0.011350393,0.027145077,0.055917422,0.039586495,0.041446522,0.025592837,0.069873211,0.105265633,0.173784871,0.429253116,0.021445989,0.010688826,0.050205143,0.045988725,0.059515291,0.02940149,0.034551081,0.048669302,0.087113472,0.146942094,0.067997198,0.422059981,0.007556222,0.057518703,0.049128864,0.049242312,0.343767938,0.061742984,0.064513374,0.08216487,0.194906893,0.057321125,0.031820387,0.007872549
Q8BWR2,0.010508423,0.023953792,0.07390881,0.0633487,0.05784878,0.067829909,0.091794413,0.073999623,0.133982554,0.30015173,0.102673265,0.014387623,0.029302616,0.046098689,0.10236627,0.073815555,0.069598762,0.090382832,0.08259734,0.107900923,0.305732557,0.077816833,0.013474988,0.021861733,0.036457826,0.063112943,0.097293739,0.066863352,0.08603723,0.063287316,0.160562815,0.299814319,0.09123374,0.032273286,0.037460478,0.038008919,0.027756642,0.032646249,0.077586863,0.080066295,0.045846765,0.411351286,0.170350785,0.046652433,0.024354981,0.010637507,0.032404835,0.02502816,0.049310571,0.073562925,0.071826314,0.029069077,0.072190419,0.522672879,0.088942332,0.03582441,0.063489082,0.032451163,0.038199562,0.056787097,0.09687233,0.114332198,0.074266592,0.125913718,0.144385189,0.217478658
Q8BWT1,0.0756083,0.080521771,0.074575234,0.07221229,0.080486254,0.086926457,0.093672698,0.084529894,0.103674263,0.117781521,0.130011316,0.077709075,0.08105603,0.075254055,0.083062326,0.078861663,0.081481281,0.095860572,0.09858105,0.095666597,0.111547592,0.12091976,0.077758103,0.080600408,0.081330656,0.078132099,0.074722225,0.080760091,0.091199211,0.085730914,0.101223252,0.113973563,0.13456948,0.0941751,0.097645397,0.078594837,0.077325688,0.06554684,0.092738583,0.10594881,0.105049691,0.058714591,0.127635563,0.0966249,0.084150106,0.080202861,0.071852577,0.072115301,0.074260343,0.082261858,0.102949214,0.109049341,0.108431366,0.084624275,0.130102757,0.086041963,0.089514263,0.067660724,0.046488482,0.071431282,0.087638212,0.098524491,0.10092606,0.102392568,0.134500013,0.114881941
Q8BWU5,0.093717371,0.095918174,0.088610662,0.087004351,0.085781522,0.081906178,0.092034633,0.086383174,0.098004729,0.088577795,0.10206141,0.081315558,0.083676921,0.091152366,0.099182867,0.092219941,0.085206551,0.093097987,0.085538824,0.095996008,0.081734477,0.1108785,0.075673148,0.100703716,0.10348003,0.103168468,0.093628494,0.086248039,0.083365683,0.088493782,0.088481925,0.079845294,0.096911419,0.146029487,0.064758235,0.067468712,0.120367967,0.088518604,0.099579041,0.099079388,0.075851506,0.094796841,0.047672,0.095878219,0.109571107,0.127088222,0.079170323,0.115226978,0.061377074,0.054619587,0.07377416,0.055712185,0.056382312,0.135891397,0.131186655,0.062437588,0.086588579,0.077477776,0.131062801,0.060890256,0.114922115,0.084105196,0.071251347,0.062978629,0.102499231,0.145786482
Q8BWW9,0.115564949,0.120116784,0.141958303,0.118854262,0.097814187,0.092650712,0.080973465,0.084199672,0.077607073,0.051134335,0.019126258,0.133263486,0.129717943,0.145519233,0.06923908,0.093066865,0.084526005,0.052752444,0.078245139,0.106819202,0.090312804,0.0165378,0.088006368,0.134396567,0.11237858,0.104645321,0.104741365,0.10297365,0.081386578,0.091002368,0.086942452,0.073123021,0.020403731,0.238690632,0.119463544,0.183942862,0.127435564,0.071116715,0.057859519,0.061793097,0.051655804,0.060715031,0.016020033,0.011307199,0.210440027,0.201480631,0.125711008,0.113333935,0.121040646,0.06381997,0.02769623,0.026107837,0.037123203,0.056563281,0.016683232,0.208025548,0.17032567,0.183469817,0.126980463,0.101876789,0.045205991,0.031587497,0.046389411,0.035649966,0.033248933,0.017239915
Q8BWY3,0.117802582,0.121221687,0.133017734,0.108488862,0.078214985,0.070852289,0.07275268,0.074955289,0.100860076,0.089552759,0.032281056,0.13359994,0.114590889,0.117523545,0.079379269,0.078006226,0.078346952,0.059764068,0.076096095,0.11217536,0.117474823,0.033042834,0.115638504,0.129515327,0.104588425,0.092937168,0.09203631,0.0750222,0.068360129,0.087229609,0.105634038,0.092670778,0.036367512,0.168190898,0.115973632,0.12548794,0.10162662,0.128062681,0.059373118,0.052921322,0.053210911,0.123562146,0.045049593,0.026541139,0.162445863,0.145006808,0.140962309,0.103240025,0.098559678,0.061484506,0.04802494,0.070678852,0.099040998,0.063439285,0.007116737,0.184533479,0.159853474,0.14837785,0.094225566,0.079551482,0.063282416,0.052807192,0.068488316,0.099173466,0.035255747,0.014451014
Q8BWY4,0.028377577,0.025595626,0.027888836,0.065567733,0.096229396,0.102482082,0.12946243,0.106486625,0.079726246,0.04630631,0.291877138,0.03587704,0.030060632,0.049697063,0.070624052,0.121935583,0.080131238,0.168684808,0.088454164,0.057729005,0.043639326,0.25316709,0.03709788,0.030800715,0.04385846,0.089482374,0.082785147,0.107836483,0.152984629,0.061722059,0.112700943,0.069323092,0.211408217,0.017225615,0.014826146,0.019533376,0.021698817,0.023102057,0.015223325,0.091892546,0.052915071,0.095113246,0.551693236,0.096776564,0.015759964,0.015057649,0.012990014,0.015443623,0.018433721,0.012297448,0.039469261,0.067856444,0.017836274,0.703446563,0.08140904,0.05218092,0.045607219,0.052140541,0.047041932,0.056097927,0.045383371,0.085598244,0.136707766,0.058726585,0.074509983,0.346005513
Q8BWZ3,0.11682079,0.114590617,0.109980102,0.084536601,0.057429409,0.064293009,0.051537013,0.089613107,0.153265186,0.140492193,0.017441974,0.121977888,0.08352605,0.105921371,0.064622078,0.046042653,0.042781121,0.070878603,0.082371854,0.176776772,0.179932693,0.025168916,0.133653395,0.102634922,0.089335265,0.067894405,0.07063809,0.058657868,0.056494785,0.099298399,0.154232008,0.146766351,0.020394513,0.053693889,0.061645264,0.059118382,0.033440594,0.011286879,0.019644279,0.038456848,0.086967113,0.545697862,0.032730353,0.057318538,0.072186125,0.0536996,0.061688278,0.050219038,0.058206283,0.038782145,0.02250639,0.115386579,0.242932777,0.283717779,0.000675007,0.064238606,0.077745953,0.095399792,0.319548616,0.059008309,0.052871449,0.03909593,0.101626454,0.156843365,0.026931875,0.006689651
Q8BX02,0.208737449,0.153137048,0.166534174,0.108066443,0.075582942,0.063196412,0.076026526,0.052519799,0.036696917,0.042867848,0.016634441,0.310937315,0.117069748,0.159225652,0.082418238,0.065410474,0.065544842,0.039640783,0.025072988,0.079033474,0.041482954,0.014163531,0.259803825,0.174390673,0.138030599,0.094098855,0.090975163,0.060608511,0.043635945,0.053734098,0.036644811,0.026539347,0.021538173,0.090024382,0.096123193,0.090488604,0.022664034,0.01540777,0.025454473,0.028436994,0.008036003,0.394535336,0.22292053,0.005908682,0.194356953,0.094454497,0.090919896,0.06985504,0.066005628,0.004612817,0.026337508,0.045045828,0.02180242,0.379528082,0.007081332,0.238405718,0.141300288,0.192669655,0.107791965,0.072903861,0.046273097,0.03159064,0.064168328,0.038224188,0.057817742,0.008854517
Q8BX10,0.175638297,0.174767425,0.223082575,0.132609103,0.09114563,0.05578177,0.079905744,0.029154715,0.021412235,0.007247486,0.009255021,0.221071554,0.213919304,0.191103848,0.100467388,0.076418696,0.09024247,0.042796728,0.038614959,0.004601889,0.013320038,0.007443126,0.211634899,0.209394589,0.19607269,0.065072512,0.099778947,0.069186212,0.066895559,0.047936246,0.010514422,0.011960018,0.011553905,0.124187348,0.092984326,0.082900787,0.06615985,0.069640121,0.060448406,0.035593491,0.061082657,0.122750482,0.270769847,0.013482685,0.061740648,0.12993719,0.091437987,0.077094607,0.093101361,0.042993026,0.012611138,0.02264227,0.080520426,0.378484728,0.009436619,0.110349591,0.159978701,0.149811551,0.108368619,0.08231319,0.102467095,0.086117566,0.054884098,0.103497887,0.030374251,0.011837452
Q8BX17,0.011111172,0.010007888,0.500171989,0.011408148,0.255838235,0.011299391,0.108804076,0.011528685,0.009840377,0.05586375,0.014126288,0.012699946,0.008871993,0.364927318,0.007458629,0.219612596,0.009114826,0.047006824,0.007380635,0.010240396,0.295834969,0.016851868,0.012057929,0.010582443,0.489457917,0.008745042,0.289534063,0.010787741,0.078916161,0.009511673,0.008517263,0.064485995,0.017403773,0.010468366,0.183932697,0.028125016,0.010053588,0.010583817,0.006335031,0.008411071,0.006012724,0.455311574,0.270734902,0.010031214,0.009136282,0.054762058,0.044988367,0.010935828,0.010412267,0.008953388,0.009368614,0.010714589,0.366056678,0.469083476,0.005588453,0.016291468,0.084405924,0.042920172,0.014338406,0.016345241,0.010979482,0.014158032,0.015136212,0.52259116,0.252957521,0.009876381
Q8BX70,0.110818155,0.1038509,0.119652033,0.093665168,0.083544151,0.070451098,0.067962903,0.083023329,0.124421126,0.106992659,0.035618479,0.101767185,0.099475447,0.107751925,0.074123816,0.075492296,0.082609919,0.056996397,0.075196937,0.138139726,0.152665498,0.035780853,0.093638545,0.10955072,0.099237993,0.085380118,0.092110586,0.070352664,0.059489868,0.087626167,0.126954861,0.108861608,0.066796869,0.161176566,0.127545508,0.127637775,0.103307467,0.112792913,0.060544823,0.059790534,0.05082682,0.089823329,0.096577831,0.009976433,0.143402289,0.138446173,0.130456126,0.092939268,0.079263892,0.070664105,0.052168068,0.088674664,0.085490922,0.105769451,0.012725045,0.147760015,0.141881183,0.146206106,0.11735141,0.107907019,0.072753771,0.062745068,0.0600067,0.07655133,0.054857458,0.01197994
Q8BX94,0.160787824,0.152919748,0.120455558,0.11506227,0.077421696,0.083896097,0.048622089,0.057539392,0.051526962,0.046968918,0.084799446,0.134300989,0.137059416,0.110157388,0.11152727,0.101099247,0.055465293,0.079748445,0.067173144,0.060660723,0.053897988,0.088910096,0.174769392,0.139818758,0.134518491,0.065267258,0.072096411,0.049896017,0.06802798,0.073578658,0.062833023,0.052873882,0.106320129,0.094986678,0.111971858,0.236897372,0.073320391,0.030409307,0.133723056,0.083874222,0.079438372,0.103012636,0.026430771,0.025935337,0.2232683,0.172718227,0.124177467,0.055067087,0.145398106,0.078368183,0.051276707,0.039233237,0.020314225,0.069840278,0.020338183,0.206982279,0.159950926,0.158707351,0.044156165,0.149629411,0.08731573,0.065224133,0.083971007,0.015858467,0.014388174,0.013816358
Q8BXA1,0.123969295,0.172861631,0.114329153,0.112467844,0.053500661,0.056208601,0.050666265,0.083460643,0.060656993,0.078857493,0.093021421,0.236120516,0.076584249,0.084612053,0.158322784,0.054955357,0.065814384,0.046597385,0.054633615,0.066141585,0.099656542,0.05656153,0.097912027,0.27914382,0.045896171,0.159474765,0.057341234,0.060297862,0.055507364,0.029171614,0.058538429,0.056345725,0.100370987,0.05308155,0.238567869,0.060169417,0.054291098,0.055187372,0.048138437,0.047502052,0.047624749,0.246746587,0.073879398,0.074811471,0.060363205,0.329647541,0.051641741,0.036780623,0.063461975,0.047348882,0.056367412,0.041872022,0.063627448,0.170494666,0.078394486,0.083281465,0.123894722,0.084313078,0.079081264,0.07715172,0.077737881,0.072785612,0.092196159,0.102985533,0.093176628,0.113395937
Q8BXC6,0.08466832,0.116491382,0.125246679,0.084706566,0.080888787,0.090984538,0.106031589,0.11324436,0.124224022,0.065241564,0.008272191,0.118456995,0.098428397,0.097386118,0.054715416,0.078845436,0.10920939,0.063390525,0.110601475,0.13694778,0.123360664,0.008657805,0.117073018,0.136094615,0.066309282,0.077887849,0.105654576,0.088430333,0.064273344,0.135736019,0.125672746,0.080357171,0.002511047,0.093037943,0.083625006,0.068510705,0.053530981,0.016045559,0.081074572,0.101143468,0.18652023,0.272040254,0.018934723,0.02553656,0.153916828,0.112248858,0.079683702,0.063602697,0.061710379,0.06614884,0.156575096,0.199470051,0.091053407,0.005854726,0.009735415,0.112151426,0.062006636,0.068689029,0.256149547,0.058201939,0.064729373,0.103975926,0.171406678,0.072567403,0.016646997,0.013475046
Q8BXK9,0.142197057,0.141710362,0.163220538,0.139631135,0.118627673,0.080804347,0.079183746,0.048123978,0.035883282,0.021456183,0.029161697,0.174872464,0.144630289,0.143466893,0.112019012,0.130907156,0.095021006,0.058454684,0.043733549,0.037216607,0.030937725,0.028740616,0.150977405,0.142224199,0.148788136,0.150550292,0.132510393,0.075727395,0.071054092,0.049400756,0.032643628,0.021686104,0.024437599,0.062588886,0.069821834,0.075423263,0.084431806,0.176457555,0.045225617,0.037092806,0.009055194,0.110358872,0.014824854,0.314719312,0.120306501,0.12779495,0.132973501,0.08248182,0.122569766,0.047342033,0.036675805,0.065386534,0.030431595,0.154296464,0.079741031,0.126162974,0.152065471,0.170233189,0.192771354,0.143839395,0.081140204,0.047237576,0.032278953,0.028931792,0.008966066,0.016373025
Q8BXL9,0.026226025,0.117183438,0.066580453,0.092783635,0.097764446,0.114697943,0.122469596,0.104251241,0.036724196,0.059574087,0.16174494,0.032991412,0.072468994,0.084482693,0.100886307,0.089495112,0.108225494,0.147367883,0.100940582,0.052253495,0.043843392,0.167044635,0.047012093,0.097072339,0.060638312,0.092996748,0.079191387,0.134477057,0.111139587,0.086022983,0.057014035,0.057845236,0.176590223,0.024127223,0.087359627,0.052189536,0.086440668,0.126049419,0.119772735,0.089152184,0.123007085,0.063658179,0.036481744,0.1917616,0.043539915,0.048243514,0.054583321,0.095740106,0.074102348,0.012552765,0.095789334,0.112690372,0.073698005,0.147376305,0.241684016,0.031490691,0.060719227,0.048900115,0.079050272,0.073359177,0.152668529,0.126442206,0.146517441,0.059823361,0.033448237,0.187580743
Q8BXN7,0.165019923,0.057704572,0.08252708,0.105912353,0.106581378,0.131628112,0.141363512,0.045991119,0.062486275,0.052063682,0.048721994,0.042885114,0.134061241,0.01261255,0.120406543,0.126756682,0.14087496,0.11846892,0.071633257,0.091145967,0.060660701,0.080494066,0.028040675,0.092732138,0.108896127,0.154395105,0.114678244,0.091037185,0.184696411,0.087349731,0.055124629,0.051517156,0.031532599,0.054707855,0.085282068,0.104410097,0.080912281,0.125984691,0.049009764,0.101854616,0.04407295,0.164218636,0.080099616,0.109447426,0.115934809,0.00595664,0.013446854,0.127701673,0.038069882,0.184892231,0.094464066,0.091567341,0.072597571,0.185015261,0.070353671,0.095426909,0.127846862,0.10588513,0.110975149,0.053801322,0.080974545,0.155490662,0.093529537,0.065174638,0.033203314,0.077691931
Q8BXN9,0.077860033,0.062228418,0.094899799,0.124072074,0.097997295,0.070542725,0.125701346,0.163031007,0.11344731,0.029345921,0.040874072,0.108818869,0.113114234,0.130357112,0.124057751,0.073222018,0.059566173,0.068949675,0.077275429,0.174366168,0.037192143,0.033080428,0.162249744,0.119212984,0.096839182,0.089398245,0.10216665,0.057048522,0.070138179,0.099893608,0.140225041,0.033376031,0.029451816,0.049382734,0.044077965,0.041409358,0.060209242,0.025755426,0.029921199,0.050809313,0.044169493,0.617904211,0.018933354,0.017427706,0.026157807,0.091393928,0.047778346,0.023383811,0.032685748,0.070561437,0.055592038,0.086949489,0.502142724,0.053801978,0.009552694,0.048850682,0.069440692,0.064258188,0.048096245,0.042411343,0.054483934,0.44376034,0.106872917,0.083089219,0.016938166,0.021798273
Q8BXQ2,0.113362844,0.091554935,0.097234599,0.065825314,0.140998037,0.074258792,0.080262286,0.06808638,0.089870704,0.102675329,0.07587078,0.091643783,0.072605991,0.077998228,0.057291787,0.222641185,0.072176689,0.05978296,0.060256609,0.080492296,0.106194567,0.098915904,0.067715243,0.093812741,0.074052432,0.075537708,0.182964094,0.098409076,0.077402694,0.069685405,0.083853532,0.11021139,0.066355686,0.282042212,0.033077234,0.098895326,0.035125428,0.032940694,0.017052284,0.101315582,0.10419886,0.196024789,0.039353707,0.059973883,0.076441941,0.045611375,0.094623154,0.041087377,0.222082976,0.072784324,0.111125408,0.080533489,0.058522616,0.166006994,0.031180345,0.135874119,0.050431288,0.1767713,0.058836427,0.149222705,0.099046894,0.103984793,0.059431764,0.051626191,0.042538603,0.072235916
Q8BXR9,0.120544739,0.051679571,0.122435329,0.016273545,0.01623165,0.017256238,0.016261459,0.57579478,0.017185997,0.02186552,0.024471172,0.201364317,0.107770601,0.18942852,0.02686073,0.031033322,0.034694055,0.028175041,0.226088242,0.041227634,0.054877542,0.058479995,0.193246747,0.103270392,0.195661432,0.02550917,0.03685126,0.040536725,0.03646871,0.22136907,0.03563418,0.045801335,0.06565098,0.064862072,0.128685893,0.031384214,0.082598193,0.033147486,0.143674711,0.042282754,0.022009671,0.158573397,0.263240025,0.029541583,0.079512558,0.110900967,0.014092532,0.02873196,0.017134364,0.037620392,0.016332156,0.014787193,0.016231864,0.656396324,0.00825969,0.153872372,0.098093993,0.014001361,0.54698501,0.012659134,0.065912379,0.03490395,0.01250889,0.018368266,0.029564442,0.013130201
Q8BXV2,0.125351954,0.091692998,0.112593666,0.120918318,0.152724161,0.144210724,0.111484558,0.100456735,0.033173358,0.003579636,0.003813892,0.15070925,0.090441196,0.099121397,0.098569839,0.150687588,0.137804966,0.096732296,0.090852988,0.07800689,0.003778176,0.003295413,0.133879082,0.085535128,0.07452218,0.114467984,0.146382581,0.174459846,0.121499708,0.100565269,0.041132057,0.003579466,0.003976701,0.078546273,0.052303422,0.100253927,0.21601707,0.202598141,0.131530462,0.101373154,0.076324789,0.037844874,0.001893136,0.001314752,0.086325394,0.10297807,0.115640078,0.160593623,0.18625431,0.107476715,0.118781651,0.090669339,0.026921901,0.001982036,0.002376885,0.10274331,0.098299416,0.120859571,0.235508812,0.170157069,0.111507467,0.073992363,0.060409113,0.02189417,0.00282052,0.001808188
Q8BXZ1,0.13175285,0.092945512,0.126406416,0.146537434,0.13248636,0.122274699,0.098817884,0.103452837,0.033697493,0.00899894,0.002629576,0.206110059,0.110371847,0.123442188,0.087733269,0.127490511,0.137140343,0.06100946,0.070505093,0.06325977,0.009941338,0.002996122,0.147801015,0.083516016,0.100399742,0.132106565,0.181686616,0.124078112,0.073815203,0.093701407,0.048968669,0.008720784,0.005205872,0.092949461,0.087329085,0.110939449,0.127903093,0.117941852,0.076966342,0.08003375,0.076147108,0.196175399,0.005630864,0.027983596,0.068422012,0.088474873,0.07146781,0.109296272,0.126604458,0.085227875,0.05864541,0.051668204,0.017902419,0.008767193,0.313523474,0.087856872,0.093593951,0.111465994,0.12268409,0.152909533,0.093674879,0.079935142,0.087958308,0.022850415,0.003372868,0.143697948
Q8BY87,0.111193343,0.122816706,0.127233429,0.099975386,0.087649958,0.075112946,0.067703333,0.085063679,0.092570191,0.069875112,0.060805916,0.129155242,0.113181401,0.107479616,0.095099802,0.086056475,0.0783045,0.071612815,0.075040603,0.090519267,0.089652703,0.063897576,0.113628687,0.122640968,0.096857128,0.106043949,0.091520551,0.086796188,0.072255247,0.083240303,0.092719313,0.072467949,0.061829717,0.173649441,0.098449728,0.103321094,0.08386965,0.020538405,0.055445317,0.082974969,0.059484423,0.194106237,0.053594419,0.074566318,0.210709467,0.203325011,0.149283246,0.095722536,0.061670007,0.044686396,0.044215189,0.058152853,0.046850818,0.022289607,0.06309487,0.173073435,0.152572577,0.153760816,0.075705809,0.104223452,0.058865646,0.053926745,0.054835415,0.037664361,0.061340691,0.074031054
Q8BY89,0.083792428,0.060996934,0.075972973,0.087109312,0.126317217,0.127333677,0.14942303,0.128048463,0.105249671,0.052678015,0.00307828,0.059408507,0.073862559,0.101568721,0.066738803,0.142368079,0.153822833,0.072765905,0.110632751,0.136305389,0.078729299,0.003797156,0.055573716,0.0537215,0.062786397,0.117763537,0.152867267,0.141312073,0.139754379,0.128939654,0.11931017,0.024076563,0.003894742,0.063472532,0.071723927,0.097787078,0.126929596,0.141306453,0.107614399,0.096934094,0.109085094,0.12167609,0.059984351,0.003486386,0.03221021,0.051454973,0.074018746,0.085502335,0.113553112,0.110715718,0.164671687,0.169853325,0.083529785,0.112287888,0.002202221,0.070846716,0.080312707,0.08259339,0.078640438,0.126803858,0.135143645,0.127693514,0.130126245,0.136190168,0.028318534,0.003330784
Q8BYA0,0.062968922,0.091812054,0.096552203,0.086148976,0.097981997,0.103803052,0.094514648,0.084581463,0.095159448,0.083500959,0.102976279,0.072306559,0.074677774,0.090313111,0.088706059,0.094000263,0.119563409,0.08413726,0.077935261,0.082492648,0.087079789,0.128787868,0.071792071,0.088350702,0.075318016,0.089385826,0.105105494,0.109065553,0.095707835,0.062685091,0.090414317,0.107388512,0.104786581,0.169293463,0.135593189,0.051636727,0.071350699,0.028951898,0.111041806,0.072895221,0.101901608,0.075689065,0.050741247,0.130905077,0.08567388,0.092547221,0.08890609,0.034574324,0.081200494,0.063089128,0.046200058,0.024025441,0.055649721,0.377105264,0.051028379,0.06102012,0.097880433,0.048052058,0.124732672,0.089872664,0.084127615,0.103739863,0.101768671,0.067447411,0.119035655,0.102322839
Q8BYC6,0.19035843,0.040529867,0.17581677,0.124576563,0.122318563,0.091225484,0.067977358,0.063291138,0.036981243,0.050255586,0.036668999,0.134282385,0.046830083,0.110385351,0.106839888,0.091596024,0.132455267,0.139131801,0.064772654,0.066585668,0.02637734,0.080743538,0.204993589,0.046024673,0.090698328,0.09374063,0.123705804,0.101157449,0.102701241,0.076362389,0.045330713,0.042188895,0.073096289,0.050984184,0.140202907,0.084905729,0.122546221,0.15931226,0.038028885,0.033308262,0.037364909,0.207234711,0.055429765,0.070682166,0.037411711,0.073641537,0.101826708,0.219207268,0.126553805,0.107481342,0.044754285,0.043505147,0.054404902,0.164742581,0.026470715,0.060551192,0.117249116,0.07128612,0.109555089,0.262900741,0.114252139,0.059829685,0.047392102,0.06159808,0.069642755,0.025742981
Q8BYJ6,0.110317858,0.114456276,0.132316979,0.100717367,0.081299848,0.072004724,0.0671508,0.071654661,0.119420514,0.104938545,0.025722428,0.109544009,0.109112424,0.116233996,0.077899425,0.081422346,0.074025198,0.058397991,0.076054221,0.126340874,0.141221765,0.02974775,0.10380833,0.123347089,0.110252404,0.09283916,0.093921938,0.067485522,0.059747746,0.094997854,0.120372423,0.106217783,0.02700975,0.194087033,0.117511504,0.118364607,0.063205783,0.075045759,0.058161833,0.067232203,0.08645497,0.094809984,0.090474814,0.034651511,0.161045593,0.151374575,0.123670259,0.08378834,0.07577975,0.058313382,0.058970504,0.08269135,0.075314963,0.103355598,0.025695685,0.191305658,0.129577961,0.123184337,0.096166247,0.061421467,0.049220501,0.06017489,0.081404445,0.06269598,0.10259529,0.042253223
Q8BYK6,0.114094458,0.130578986,0.117733805,0.12293304,0.066671413,0.092428682,0.069275678,0.106358302,0.083242651,0.075677994,0.021004991,0.189091056,0.085861457,0.14376256,0.068000316,0.101828939,0.063440942,0.029487832,0.101064885,0.120020097,0.07598434,0.021457576,0.204160306,0.08935189,0.09663813,0.107751764,0.092217619,0.07959624,0.06661089,0.080971497,0.089986557,0.073310269,0.019404838,0.12278594,0.119526225,0.066267251,0.093475637,0.053753834,0.02402646,0.114084109,0.091105446,0.191952769,0.079281482,0.043740848,0.081438676,0.044395389,0.102063342,0.040582233,0.059207225,0.032529936,0.021811079,0.039690737,0.163161838,0.395534852,0.019584694,0.074475494,0.101984247,0.118838205,0.083624671,0.103203149,0.088229183,0.051033471,0.065906349,0.215867535,0.028031924,0.068805773
